Tipster,Horse,Bet Type,Odds,Result,TipsterActive
Tipster A,Emirates Skycargo,Each Way,7,Lose,TRUE
Tipster A,Gonalston Cloud,Each Way,7.5,Win,TRUE
Tipster A,Shirataki,Win,3.75,Lose,TRUE
Tipster A,At The Top,Win,2.5,Lose,TRUE
Tipster A,Primo Uomo,Each Way,3.5,Lose,TRUE
Tipster A,Mccabe Creek,Each Way,12,Win,TRUE
Tipster A,Shaneshill,Win,2.88,Lose,TRUE
Tipster A,Morning Run,Win,2.25,Lose,TRUE
Tipster A,Champagne At Tara,Each Way,7,Lose,TRUE
Tipster A,Libby Mae,Win,3.5,Lose,TRUE
Tipster A,Mall Dini,Each Way,7,Win,TRUE
Tipster A,Riverside City,Win,5.5,Lose,TRUE
Tipster A,Lady Fandango,Each Way,4.5,Lose,TRUE
Tipster A,Get Ready Freddy,Each Way,10,Lose,TRUE
Tipster A,Head Space,Win,4.5,Lose,TRUE
Tipster A,Northside Prince,Each Way,8,Win,TRUE
Tipster A,Razin Hell,Each Way,5,Win,TRUE
Tipster A,Mount Gunnery,Win,4,Lose,TRUE
Tipster A,Peter From Paris,Win,11,Lose,TRUE
Tipster A,Brave Helios,Each Way,8,Lose,TRUE
Tipster A,Hill Fort,Each Way,11,Lose,TRUE
Tipster A,Major Muscari,Each Way,8.5,Lose,TRUE
Tipster A,Ertijaal,Win,2.38,Win,TRUE
Tipster A,Prayer For Relief,Each Way,7,Lose,TRUE
Tipster A,Le Bernadin,Win,5,Lose,TRUE
Tipster A,Robin Of Locksley,Win,2.75,Lose,TRUE
Tipster A,Project Bluebook,Win,3.25,Lose,TRUE
Tipster A,Captain Midnight,Each Way,3.75,Lose,TRUE
Tipster A,Qasser,Each Way,12,Lose,TRUE
Tipster A,Good As Gold,Each Way,6.5,Lose,TRUE
Tipster A,Bristol De Mai,Win,2.62,Win,TRUE
Tipster A,Grendisar,Each Way,5,Win,TRUE
Tipster A,Pinnacle Panda,Each Way,8,Win,TRUE
Tipster A,Full Shift,Each Way,4,Lose,TRUE
Tipster A,Shrewd,Each Way,7,Win,TRUE
Tipster A,Binky Blue,Win,2.63,Lose,TRUE
Tipster A,Milly Baloo,Win,4,Lose,TRUE
Tipster A,Clubland,Each Way,7,Win,TRUE
Tipster A,Razin Hell,Win,2.75,Lose,TRUE
Tipster A,Berkshire Downs,Win,3.25,Lose,TRUE
Tipster A,Baoulet Delaroque,Win,3,Win,TRUE
Tipster A,Hollywoodien,Win,9,Lose,TRUE
Tipster A,Mujaarib,Each Way,7,Lose,TRUE
Tipster A,Welliesinthewater,Win,3,Lose,TRUE
Tipster A,Lake View Lad,Win,3.5,Win,TRUE
Tipster A,Silvergrove,Win,4,Win,TRUE
Tipster A,Enzani,Each Way,5,Lose,TRUE
Tipster A,Emerging Talent,Win,1.83,Lose,TRUE
Tipster A,Millanisi Boy,Each Way,6,Lose,TRUE
Tipster A,Blacklister,Win,2.62,Win,TRUE
Tipster A,Top Gamble,Win,4,Win,TRUE
Tipster A,Back By Midnight,Each Way,15,Lose,TRUE
Tipster A,West Approach,Each Way,9,Win,TRUE
Tipster A,Moon River,Each Way,8,Win,TRUE
Tipster A,Gonalston Cloud,Win,3,Win,TRUE
Tipster A,Warrantor,Each Way,7,Lose,TRUE
Tipster A,Elysian Prince,Each Way,6.5,Lose,TRUE
Tipster A,Kemsing,Win,2.2,Win,TRUE
Tipster A,Yes Tom,Win,3.5,Lose,TRUE
Tipster A,Que Sera,Win,2.62,Lose,TRUE
Tipster A,Lakeshore Lady,Each Way,8,Lose,TRUE
Tipster A,Arch Villain,Win,3,Win,TRUE
Tipster A,Road To Gold,Each Way,5,Win,TRUE
Tipster A,Gallic Warrior,Win,2.1,Lose,TRUE
Tipster A,Fils Anges,Each Way,6.5,Win,TRUE
Tipster A,Roi De Vitesse,Each Way,15,Win,TRUE
Tipster A,Sir Maximillian,Each Way,11,Win,TRUE
Tipster A,Udododontu,Win,3.75,Lose,TRUE
Tipster A,Tara Flow,Win,5,Lose,TRUE
Tipster A,Rock N Rhythm,Win,7.5,Lose,TRUE
Tipster A,Coto,Each Way,8,Lose,TRUE
Tipster A,Ikerrin Road,Each Way,5.5,Win,TRUE
Tipster A,Gas Line Boy,Win,6.5,Lose,TRUE
Tipster A,Royal Regatta,Each Way,10,Win,TRUE
Tipster A,Gran Turina,Each Way,9,Lose,TRUE
Tipster A,Gala Ball,Win,2.1,Win,TRUE
Tipster A,Uaintseenothingyet,Win,3,Lose,TRUE
Tipster A,Secret Door,Win,2.75,Lose,TRUE
Tipster A,Queen Aggie,Each Way,5.5,Lose,TRUE
Tipster A,Royal Birth,Each Way,5.5,Lose,TRUE
Tipster A,Sonny The One,Win,3.25,Lose,TRUE
Tipster A,Wolowitz,Win,3.5,Win,TRUE
Tipster A,Believe It,Win,2.25,Win,TRUE
Tipster A,Ruler Of The Nile,Win,2.38,Lose,TRUE
Tipster A,Mezmaar,Each Way,5.5,Lose,TRUE
Tipster A,Active Spirit,Win,3,Lose,TRUE
Tipster A,Hollow Blue Sky,Win,3.25,Lose,TRUE
Tipster A,Almost Gemini,Each Way,5,Win,TRUE
Tipster A,Championship,Each Way,17,Lose,TRUE
Tipster A,Safety Check,Win,2.38,Win,TRUE
Tipster A,Naadir,Win,3.5,Lose,TRUE
Tipster A,Deep Trouble,Win,5,Lose,TRUE
Tipster A,Brokopondo,Each Way,5.5,Lose,TRUE
Tipster A,Ruby Gates,Win,3.25,Lose,TRUE
Tipster A,Lex Talionis,Each Way,11,Win,TRUE
Tipster A,Grendisar,Each Way,3.75,Win,TRUE
Tipster A,Viva Steve,Each Way,19,Lose,TRUE
Tipster A,Eric Na Casa,Each Way,5,Lose,TRUE
Tipster A,Mccabe Creek,Each Way,10,Win,TRUE
Tipster A,Oscar Sunset,Win,3.5,Lose,TRUE
Tipster A,San Benedeto,Each Way,11,Win,TRUE
Tipster A,Baratineur,Win,3.25,Win,TRUE
Tipster A,Takingrisks,Win,3.5,Lose,TRUE
Tipster A,General Mahler,Win,3.5,Lose,TRUE
Tipster A,Blue Bounty,Each Way,4,Lose,TRUE
Tipster A,Not For You,Win,2.62,Lose,TRUE
Tipster A,Somerset Jem,Each Way,7.5,Win,TRUE
Tipster A,Foylesideview,Each Way,3.75,Lose,TRUE
Tipster A,Project Bluebook,Win,2.37,Win,TRUE
Tipster A,Mystical Sapphire,Win,4.5,Lose,TRUE
Tipster A,Hollywoodien,Win,4,Lose,TRUE
Tipster A,Pure Diamond,Each Way,6.5,Win,TRUE
Tipster A,Elleval,Each Way,7.5,Lose,TRUE
Tipster A,Fingals Cave,Win,3.5,Lose,TRUE
Tipster A,Walking In The Air,Win,2.25,Lose,TRUE
Tipster A,Clement,Each Way,5.5,Lose,TRUE
Tipster A,The Magic Pencil,Each Way,4.5,Lose,TRUE
Tipster A,Alnahar,Each Way,6.5,Win,TRUE
Tipster A,Rock Gone,Win,5,Lose,TRUE
Tipster A,Gala Ball,Each Way,8.5,Win,TRUE
Tipster A,Faulkner,Each Way,9,Win,TRUE
Tipster A,Jaadu,Each Way,41,Win,TRUE
Tipster A,Attribution,Win,4.5,Lose,TRUE
Tipster A,Katnap,Each Way,4.5,Lose,TRUE
Tipster A,Mallymkun,Win,3.5,Lose,TRUE
Tipster A,First Mohican,Each Way,5,Lose,TRUE
Tipster A,Weald Of Kent,Win,2.88,Lose,TRUE
Tipster A,Sonny The One,Win,2.88,Lose,TRUE
Tipster A,Tatting,Win,3.25,Win,TRUE
Tipster A,Pink Martini,Win,4.5,Lose,TRUE
Tipster A,Hot Stuff,Win,4,Lose,TRUE
Tipster A,Swift Cedar,Each Way,8,Win,TRUE
Tipster A,Sir Billy Wright,Each Way,4.5,Lose,TRUE
Tipster A,Mange All,Each Way,5.5,Lose,TRUE
Tipster A,Coillte Cailin,Win,4.33,Lose,TRUE
Tipster A,Doctor Look Here,Each Way,11,Lose,TRUE
Tipster A,The Brock Again,Win,2,Lose,TRUE
Tipster A,Saved My Bacon,Win,2.62,Lose,TRUE
Tipster A,Wither Hills,Each Way,11,Lose,TRUE
Tipster A,Will OThe West,Each Way,17,Lose,TRUE
Tipster A,Flashjack,Each Way,13,Lose,TRUE
Tipster A,Sirop De Menthe,Each Way,26,Lose,TRUE
Tipster A,Avellino,Each Way,9,Lose,TRUE
Tipster A,Ikerrin Road,Each Way,6,Win,TRUE
Tipster A,The Dutchman,Win,17,Lose,TRUE
Tipster A,Lake View Lad,Win,6,Lose,TRUE
Tipster A,Streets Of Promise,Win,5,Lose,TRUE
Tipster A,Kilford,Each Way,5,Win,TRUE
Tipster A,Bonne Question,Win,2.75,Lose,TRUE
Tipster A,Masters Hill,Win,3.5,Lose,TRUE
Tipster A,Min,Win,3.25,Lose,TRUE
Tipster A,Douvan,Win,1.4,Win,TRUE
Tipster A,Morning Assembly,Each Way,15,Win,TRUE
Tipster A,Identity Thief,Each Way,8.5,Lose,TRUE
Tipster A,Greyfriarschorista,Each Way,5.5,Lose,TRUE
Tipster A,Vroum Vroum Mag,Win,2.1,Win,TRUE
Tipster A,The Govaness,Each Way,17,Lose,TRUE
Tipster A,Ballychorus,Each Way,13,Lose,TRUE
Tipster A,Mckinley,Each Way,17,Lose,TRUE
Tipster A,Yorkhill,Win,4,Win,TRUE
Tipster A,No More Heroes,Win,3.75,Lose,TRUE
Tipster A,Arbre De Vie,Each Way,15,Lose,TRUE
Tipster A,Un De Sceaux,Win,1.83,Lose,TRUE
Tipster A,Gods Own,Each Way,34,Lose,TRUE
Tipster A,Felix Yonger,Each Way,17,Lose,TRUE
Tipster A,Josies Orders,Win,3.75,Lose,TRUE
Tipster A,Campeador,Win,10,Lose,TRUE
Tipster A,Lucky Pass,Each Way,17,Lose,TRUE
Tipster A,First Figaro,Win,17,Lose,TRUE
Tipster A,Outlander,Win,6,Lose,TRUE
Tipster A,Bristol De Mai,Each Way,17,Win,TRUE
Tipster A,Leave At Dawn,Win,8,Lose,TRUE
Tipster A,Vautour,Win,2,Win,TRUE
Tipster A,Josses Hill,Each Way,13,Lose,TRUE
Tipster A,Village Vic,Each Way,15,Lose,TRUE
Tipster A,Colms Dream,Win,1.9,Win,TRUE
Tipster A,Alpha Des Obeaux,Each Way,9,Win,TRUE
Tipster A,Alpha Des Obeaux,Win,9,Lose,TRUE
Tipster A,Stilletto,Each Way,11,Lose,TRUE
Tipster A,Empire Of Dirt,Win,21,Win,TRUE
Tipster A,Limini,Win,1.73,Win,TRUE
Tipster A,Upswing,Each Way,9,Lose,TRUE
Tipster A,Cause Of Causes,Win,7.5,Win,TRUE
Tipster A,Saved My Bacon,Win,3,Lose,TRUE
Tipster A,Apples Jade,Each Way,17,Win,TRUE
Tipster A,Lets Dance,Each Way,15,Win,TRUE
Tipster A,Fethard Player,Each Way,41,Win,TRUE
Tipster A,Blue Hell,Each Way,11,Lose,TRUE
Tipster A,Gangster,Win,8.5,Lose,TRUE
Tipster A,Djakadam,Win,4.33,Lose,TRUE
Tipster A,On The Fringe,Win,4,Win,TRUE
Tipster A,Jetstream Jack,Win,15,Lose,TRUE
Tipster A,Squouateur,Win,5.5,Lose,TRUE
Tipster A,Rock The World,Each Way,12,Win,TRUE
Tipster A,Tom Dooley,Win,3.25,Lose,TRUE
Tipster A,April Dusk,Each Way,7.5,Lose,TRUE
Tipster A,Sunshine Corner,Win,5,Win,TRUE
Tipster A,Simply A Legend,Each Way,23,Win,TRUE
Tipster A,Bigmartre,Win,3,Lose,TRUE
Tipster A,Preseli Rock,Win,3.75,Lose,TRUE
Tipster A,De Plotting Shed,Win,3.25,Lose,TRUE
Tipster A,Master Speaker,Each Way,13,Lose,TRUE
Tipster A,Bubbly Bellini,Each Way,11,Win,TRUE
Tipster A,Aussie Valentine,Each Way,13,Win,TRUE
Tipster A,Thoonavolla,Each Way,4.5,Win,TRUE
Tipster A,Monkhouse,Win,2.75,Lose,TRUE
Tipster A,Henryville,Win,2.3,Win,TRUE
Tipster A,Top Cat Henry,Each Way,9.5,Win,TRUE
Tipster A,Palpitation,Win,2.75,Win,TRUE
Tipster A,Fine N Dandy,Win,4,Lose,TRUE
Tipster A,Sharpasaknife,Win,2.88,Win,TRUE
Tipster A,Carried,Each Way,4.5,Win,TRUE
Tipster A,Beallandendall,Win,2.75,Lose,TRUE
Tipster A,Presenting Arms,Win,4,Lose,TRUE
Tipster A,Grandioso,Each Way,7,Lose,TRUE
Tipster A,Goken,Each Way,4.33,Win,TRUE
Tipster A,Moonrise Landing,Win,3,Win,TRUE
Tipster A,Gang Warfare,Each Way,4.5,Win,TRUE
Tipster A,Sovereign Debt,Each Way,4,Win,TRUE
Tipster A,One Man Band,Each Way,11,Win,TRUE
Tipster A,Marking,Win,2.62,Lose,TRUE
Tipster A,Hannahs Princess,Each Way,7,Lose,TRUE
Tipster A,Naadir,Each Way,41,Lose,TRUE
Tipster A,Octagon,Each Way,17,Lose,TRUE
Tipster A,Caledonia,Each Way,15,Win,TRUE
Tipster A,Rich Tapestry,Each Way,13,Lose,TRUE
Tipster A,Tryster,Win,3.25,Lose,TRUE
Tipster A,Forries Waltz,Each Way,15,Lose,TRUE
Tipster A,Frosted,Win,3.5,Lose,TRUE
Tipster A,Cashelard Lady,Each Way,11,Lose,TRUE
Tipster A,Lift The Latch,Win,4,Lose,TRUE
Tipster A,Nine Stitches,Each Way,17,Win,TRUE
Tipster A,General Mahler,Each Way,6.5,Win,TRUE
Tipster A,Penny Pepper,Each Way,5,Win,TRUE
Tipster A,Grey Gold,Each Way,5.5,Win,TRUE
Tipster A,Value At Risk,Each Way,6,Win,TRUE
Tipster A,Mala Beach,Each Way,13,Lose,TRUE
Tipster A,Knights Table,Win,2.88,Lose,TRUE
Tipster A,Top Gamble,Win,2.25,Win,TRUE
Tipster A,Robin Thyme,Each Way,8.5,Lose,TRUE
Tipster A,Desoto County,Win,3.5,Lose,TRUE
Tipster A,Quality Song,Each Way,6,Win,TRUE
Tipster A,Silver Bid,Each Way,8.5,Win,TRUE
Tipster A,Daisy Bere,Each Way,4.5,Lose,TRUE
Tipster A,Isis Blue,Win,4,Lose,TRUE
Tipster A,Saint John Henry,Win,2.38,Lose,TRUE
Tipster A,Alfie Spinner,Win,3,Lose,TRUE
Tipster A,Eljaddaaf,Win,2.25,Lose,TRUE
Tipster A,Bramble Brook,Each Way,6.5,Lose,TRUE
Tipster A,Burning Thread,Win,5,Lose,TRUE
Tipster A,Jamesie,Each Way,5,Win,TRUE
Tipster A,Manjaam,Win,3.5,Win,TRUE
Tipster A,Sea Of Blue,Each Way,6.5,Win,TRUE
Tipster A,Secret Brief,Each Way,19,Win,TRUE
Tipster A,Udododontu,Each Way,11,Lose,TRUE
Tipster A,Plucky Dip,Each Way,7,Lose,TRUE
Tipster A,Mobsta,Each Way,15,Win,TRUE
Tipster A,Lady Of Lamanver,Each Way,7.5,Win,TRUE
Tipster A,Duke Street,Each Way,5,Win,TRUE
Tipster A,Callender,Win,1.91,Lose,TRUE
Tipster A,Consortium,Each Way,26,Lose,TRUE
Tipster A,Max Forte,Each Way,21,Win,TRUE
Tipster A,Stormy Clouds,Win,2.2,Win,TRUE
Tipster A,Robin Of Locksley,Each Way,8,Lose,TRUE
Tipster A,Surprise Vendor,Each Way,4,Lose,TRUE
Tipster A,Glenwood For Ever,Each Way,9,Lose,TRUE
Tipster A,Sunraider,Each Way,11,Lose,TRUE
Tipster A,Claudio Monteverdi,Win,2,Win,TRUE
Tipster A,Shamreen,Win,2.1,Lose,TRUE
Tipster A,Newberry New,Each Way,8,Lose,TRUE
Tipster A,Diego Du Charmil,Each Way,12,Lose,TRUE
Tipster A,Pacha Du Polder,Each Way,4.5,Lose,TRUE
Tipster A,Minella Present,Each Way,7.5,Lose,TRUE
Tipster A,Oiche Mhaith Boy,Each Way,4.5,Win,TRUE
Tipster A,Tycoon Prince,Each Way,9,Lose,TRUE
Tipster A,Ma Du Fou,Each Way,9,Lose,TRUE
Tipster A,Henri Parry Morgan,Each Way,17,Win,TRUE
Tipster A,Turban,Each Way,26,Lose,TRUE
Tipster A,Ballydine,Win,6,Lose,TRUE
Tipster A,Ballyoptic,Each Way,11,Win,TRUE
Tipster A,Go Kart,Win,3.5,Lose,TRUE
Tipster A,Murrayana,Each Way,26,Win,TRUE
Tipster A,Ubak,Each Way,21,Win,TRUE
Tipster A,Ardmore,Each Way,10,Lose,TRUE
Tipster A,Newsman,Win,2.5,Lose,TRUE
Tipster A,Grove Silver,Win,4,Lose,TRUE
Tipster A,Gallant Oscar,Each Way,34,Lose,TRUE
Tipster A,Rule The World,Each Way,51,Win,TRUE
Tipster A,Madfuninthewest,Each Way,17,Lose,TRUE
Tipster A,Colla Pier,Each Way,3.5,Win,TRUE
Tipster A,Jet Setting,Each Way,11,Win,TRUE
Tipster A,Road To Gold,Win,3.25,Lose,TRUE
Tipster A,Nakadam,Each Way,4.33,Win,TRUE
Tipster A,Veinard,Each Way,8,Lose,TRUE
Tipster A,Aurillac,Win,3,Lose,TRUE
Tipster A,Star Ascending,Each Way,6.5,Win,TRUE
Tipster A,Yeeoow,Each Way,17,Win,TRUE
Tipster A,Jollydee,Each Way,5.5,Lose,TRUE
Tipster A,Double Ws,Each Way,10,Lose,TRUE
Tipster A,Beallandendall,Each Way,11,Lose,TRUE
Tipster A,Yes I Did,Each Way,15,Lose,TRUE
Tipster A,Bon Chic,Win,4,Lose,TRUE
Tipster A,Goodbye Dancer,Each Way,15,Lose,TRUE
Tipster A,Long House Hall,Win,3.75,Lose,TRUE
Tipster A,Dominate,Each Way,7,Win,TRUE
Tipster A,Craiganboy,Each Way,7.5,Lose,TRUE
Tipster A,Gullys Edge,Win,6.5,Win,TRUE
Tipster A,Caledonia,Win,5,Lose,TRUE
Tipster A,Roconga,Win,2.62,Win,TRUE
Tipster A,Smooth Stepper,Each Way,7.5,Lose,TRUE
Tipster A,Bristol De Mai,Win,2,Lose,TRUE
Tipster A,Clondaw Warrior,Win,5.5,Lose,TRUE
Tipster A,Chtibello,Win,9,Win,TRUE
Tipster A,Arbre De Vie,Each Way,5,Win,TRUE
Tipster A,Deeds Not Words,Win,5.5,Lose,TRUE
Tipster A,Battleroftheboyne,Win,8,Lose,TRUE
Tipster A,Sonny The One,Each Way,6.5,Lose,TRUE
Tipster A,The Gurkha,Win,3,Win,TRUE
Tipster A,Vinciaettis,Win,2.38,Lose,TRUE
Tipster A,Dominate,Win,3.75,Lose,TRUE
Tipster A,Kasbah,Win,4,Lose,TRUE
Tipster A,Navigate,Win,4,Lose,TRUE
Tipster A,Mountain Eagle,Each Way,7.5,Lose,TRUE
Tipster A,Inexes,Win,3.75,Lose,TRUE
Tipster A,Tugboat,Win,2,Lose,TRUE
Tipster A,Claudio Monteverdi,Win,2.38,Lose,TRUE
Tipster A,Barney Dwan,Win,5.5,Lose,TRUE
Tipster A,Clayton,Each Way,5.5,Lose,TRUE
Tipster A,Top Of The Glas,Each Way,6,Win,TRUE
Tipster A,Tomorrows Legend,Each Way,8,Win,TRUE
Tipster A,Conas Taoi,Win,3.75,Win,TRUE
Tipster A,Doc Sportello,Each Way,5.5,Win,TRUE
Tipster A,Bluesbreaker,Each Way,9,Win,TRUE
Tipster A,Monbeg River,Win,4,Lose,TRUE
Tipster A,Curious Carlos,Each Way,5.5,Win,TRUE
Tipster A,Rainbow Dreamer,Each Way,12,Lose,TRUE
Tipster A,Mitchum Swagger,Each Way,7.5,Lose,TRUE
Tipster A,Theatre Guide,Each Way,17,Lose,TRUE
Tipster A,Wowcha,Win,3,Lose,TRUE
Tipster A,Burano,Each Way,3.5,Lose,TRUE
Tipster A,Penny Pepper,Each Way,8,Win,TRUE
Tipster A,Bocca Baciata,Win,3,Win,TRUE
Tipster A,Beechmount Whisper,Each Way,5,Win,TRUE
Tipster A,In Salutem,Each Way,11,Lose,TRUE
Tipster A,Mr Right,Each Way,6.5,Lose,TRUE
Tipster A,Fort Del Oro,Each Way,4,Win,TRUE
Tipster A,All My Love,Win,3.25,Lose,TRUE
Tipster A,Ancient Sands,Each Way,17,Win,TRUE
Tipster A,Copy That,Win,6,Lose,TRUE
Tipster A,Jenkins,Win,1.91,Lose,TRUE
Tipster A,Henryville,Each Way,5.5,Lose,TRUE
Tipster A,Shamiran,Win,21,Win,TRUE
Tipster A,Pivot Bridge,Win,17,Lose,TRUE
Tipster A,Gifted Master,Win,4,Win,TRUE
Tipster A,Moon Over Germany,Win,7.5,Lose,TRUE
Tipster A,Coney Island,Win,8,Lose,TRUE
Tipster A,Acapella Bourgeois,Win,6,Lose,TRUE
Tipster A,Suqoor,Win,5.5,Win,TRUE
Tipster A,Roconga,Win,9,Lose,TRUE
Tipster A,Admiral Brian,Each Way,17,Lose,TRUE
Tipster A,Alpha Des Obeaux,Win,2.5,Lose,TRUE
Tipster A,Sonny B,Each Way,17,Lose,TRUE
Tipster A,Haymount,Each Way,12,Lose,TRUE
Tipster A,Medburn Dream,Win,4.33,Win,TRUE
Tipster A,Mr Diablo,Each Way,17,Win,TRUE
Tipster A,Ebadani,Each Way,4.5,Win,TRUE
Tipster A,Jers Girl,Win,3,Win,TRUE
Tipster A,Marito,Each Way,6,Win,TRUE
Tipster A,Rayvin Black,Win,3.5,Win,TRUE
Tipster A,More Mischief,Each Way,21,Lose,TRUE
Tipster A,Lancelot Du Lac,Each Way,21,Lose,TRUE
Tipster A,Sinfonietta,Each Way,10,Win,TRUE
Tipster A,Massaat,Each Way,15,Win,TRUE
Tipster A,Slowmotion,Each Way,4,Lose,TRUE
Tipster A,Archie Meade,Each Way,17,Lose,TRUE
Tipster A,Terentum Star,Win,7,Lose,TRUE
Tipster A,Dougan,Win,7.5,Lose,TRUE
Tipster A,Ducky Mallon,Each Way,9,Lose,TRUE
Tipster A,Jet Setting,Win,26,Lose,TRUE
Tipster A,Taqdeer,Win,2.88,Win,TRUE
Tipster A,Herons Heir,Win,5,Win,TRUE
Tipster A,Blue De Vega,Win,2.75,Lose,TRUE
Tipster A,Hound Music,Win,5,Lose,TRUE
Tipster A,Morning Herald,Win,2.1,Win,TRUE
Tipster A,Easily Pleased,Each Way,8.5,Lose,TRUE
Tipster A,Westerner Point,Each Way,6,Lose,TRUE
Tipster A,Fiery Character,Win,2.25,Lose,TRUE
Tipster A,Steve Rogers,Win,4.5,Lose,TRUE
Tipster A,John Reel,Each Way,17,Lose,TRUE
Tipster A,Roudee,Each Way,6.5,Win,TRUE
Tipster A,Wotzizname,Win,2.38,Win,TRUE
Tipster A,Above And Beyond,Each Way,5.5,Win,TRUE
Tipster A,Double Fast,Each Way,7,Lose,TRUE
Tipster A,Housesofparliament,Win,5.5,Lose,TRUE
Tipster A,El Astronaute,Win,3.75,Lose,TRUE
Tipster A,Rosie Alice,Each Way,6.5,Lose,TRUE
Tipster A,Cartmell Cleave,Each Way,4.5,Lose,TRUE
Tipster A,Chtibello,Each Way,5.5,Win,TRUE
Tipster A,Seventh Heaven,Win,4.5,Win,TRUE
Tipster A,Alqubbah,Each Way,6.5,Win,TRUE
Tipster A,The Warrior,Each Way,29,Lose,TRUE
Tipster A,Grand Inquisitor,Each Way,11,Lose,TRUE
Tipster A,Rock Song,Win,4,Lose,TRUE
Tipster A,Altesse De Guye,Each Way,4.5,Win,TRUE
Tipster A,Deans Road,Win,3.25,Win,TRUE
Tipster A,The Tourard Man,Win,3.5,Win,TRUE
Tipster A,Fort Carson,Each Way,7,Win,TRUE
Tipster A,Vinegar Hill,Win,2.75,Win,TRUE
Tipster A,The Warrior,Each Way,5.5,Lose,TRUE
Tipster A,Fountains Blossom,Each Way,4.5,Win,TRUE
Tipster A,Perspicace,Each Way,3.75,Win,TRUE
Tipster A,Prize Money,Win,2.1,Lose,TRUE
Tipster A,Rise Of An Empire,Win,2.1,Win,TRUE
Tipster A,Cappadocia,Each Way,5,Lose,TRUE
Tipster A,Red Vernon,Win,2.5,Win,TRUE
Tipster A,Matorico,Win,3.5,Lose,TRUE
Tipster A,Appeared,Win,3,Lose,TRUE
Tipster A,In Salutem,Each Way,6.5,Win,TRUE
Tipster A,Roly Poly,Each Way,5,Lose,TRUE
Tipster A,Fort Del Oro,Each Way,4,Lose,TRUE
Tipster A,Blue De Vega,Each Way,11,Win,TRUE
Tipster A,Jet Setting,Each Way,17,Win,TRUE
Tipster A,Canary Row,Each Way,12,Win,TRUE
Tipster A,Mystic Princess,Win,7,Lose,TRUE
Tipster A,Flowers On Venus,Each Way,5.5,Lose,TRUE
Tipster A,Zambeasy,Each Way,11,Win,TRUE
Tipster A,Maz Majecc,Each Way,4.5,Lose,TRUE
Tipster A,Just Be Lucky,Each Way,4,Win,TRUE
Tipster A,Carrigkerry,Win,4,Win,TRUE
Tipster A,George Cinq,Each Way,5,Win,TRUE
Tipster A,Mizaah,Each Way,4,Win,TRUE
Tipster A,Chestnut Fire,Each Way,10,Lose,TRUE
Tipster A,Forge,Win,3,Lose,TRUE
Tipster A,Coto,Each Way,3.5,Win,TRUE
Tipster A,Against The Odds,Win,6,Lose,TRUE
Tipster A,Wakea,Win,1.8,Win,TRUE
Tipster A,Kig Blue,Each Way,5,Lose,TRUE
Tipster A,Rousayan,Each Way,9,Win,TRUE
Tipster A,Laganore,Each Way,6.5,Lose,TRUE
Tipster A,Sweetest Taboo,Each Way,6.5,Win,TRUE
Tipster A,Seeyouallincoppers,Win,3.5,Lose,TRUE
Tipster A,Maxi Chop,Win,2.62,Lose,TRUE
Tipster A,Martila,Each Way,13,Win,TRUE
Tipster A,Move To The Groove,Win,4.5,Win,TRUE
Tipster A,Yulong Baobe,Each Way,8,Win,TRUE
Tipster A,Unyielding,Each Way,6,Lose,TRUE
Tipster A,Chase The Wind,Win,8.5,Lose,TRUE
Tipster A,Kinglami,Each Way,15,Lose,TRUE
Tipster A,Josephine Marcus,Win,7,Lose,TRUE
Tipster A,Isabellla Liberty,Win,5.5,Lose,TRUE
Tipster A,Libertys Gift,Win,6,Lose,TRUE
Tipster A,Rebel Cry,Win,4.5,Lose,TRUE
Tipster A,Kayla,Win,3,Win,TRUE
Tipster A,Pleaseletmewin,Win,4,Win,TRUE
Tipster A,Bright Tomorrow,Each Way,4.5,Win,TRUE
Tipster A,Mr Fiftyone,Win,4.5,Win,TRUE
Tipster A,Ancient Sands,Each Way,8,Win,TRUE
Tipster A,Power Grid,Win,8.5,Lose,TRUE
Tipster A,Munthahaa,Win,2,Win,TRUE
Tipster A,Carrigkerry,Win,2.25,Lose,TRUE
Tipster A,Felix De Vega,Each Way,10,Lose,TRUE
Tipster A,Skiffle,Each Way,7,Lose,TRUE
Tipster A,Moss On The Mill,Each Way,4,Win,TRUE
Tipster A,Scrutineer,Each Way,5.5,Lose,TRUE
Tipster A,Knights Templar,Each Way,12,Lose,TRUE
Tipster A,Duchessofflorence,Win,5.5,Lose,TRUE
Tipster A,Maronella,Each Way,13,Lose,TRUE
Tipster A,Secret Splendour,Win,5,Lose,TRUE
Tipster A,Poets Word,Win,4,Lose,TRUE
Tipster A,Gioia De Vita,Each Way,5.5,Lose,TRUE
Tipster A,Red Verdon,Each Way,21,Lose,TRUE
Tipster A,Barwick,Each Way,13,Lose,TRUE
Tipster A,Dark Alliance,Each Way,9,Lose,TRUE
Tipster A,Ducky Mallon,Each Way,8,Lose,TRUE
Tipster A,Dodgybingo,Each Way,11,Lose,TRUE
Tipster A,Newsman,Each Way,5,Win,TRUE
Tipster A,Supreme Vinnie,Win,2.1,Win,TRUE
Tipster A,Pettochside,Win,3.75,Lose,TRUE
Tipster A,Approcaillis,Each Way,6,Lose,TRUE
Tipster A,Ah Littleluck,Win,5,Win,TRUE
Tipster A,Phebes Dream,Each Way,6,Win,TRUE
Tipster A,Wiley Post,Win,4.5,Lose,TRUE
